product_itemid,product_shopid,product_links,shop_review_links,image_links,shop_profile_links
7455279408,1338091,https://shopee.ph/GoodDayFashionCottonPlainPoloCollarLongSleeveWomensTopShirtBlouseXL3131-i.1338091.7455279408,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7455279408&limit=50&offset=0&shopid=1338091&type=0,https://cf.shopee.ph/file/dcaf26e713c4b11f1904f91bbf4017dc,https://shopee.ph/api/v4/product/get_shop_info?shopid=1338091
6533627504,153144594,https://shopee.ph/TiktokInfluencerWomenJacquardShirtLongSleeveSunscreenBlouseOotd-i.153144594.6533627504,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=6533627504&limit=50&offset=0&shopid=153144594&type=0,https://cf.shopee.ph/file/1d19b26a23422f9288e36b353331851d,https://shopee.ph/api/v4/product/get_shop_info?shopid=153144594
11534175910,378869210,https://shopee.ph/Sweetlapelsweaterstitchinglacetop-i.378869210.11534175910,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=11534175910&limit=50&offset=0&shopid=378869210&type=0,https://cf.shopee.ph/file/7602cacdffe46f0dd35be9100f90b1b8,https://shopee.ph/api/v4/product/get_shop_info?shopid=378869210
8185115471,324938724,https://shopee.ph/M4XLCottonBlouseLinenButtonSolidcolorWomensCasualLongSleeveTopBlouse-i.324938724.8185115471,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=8185115471&limit=50&offset=0&shopid=324938724&type=0,https://cf.shopee.ph/file/6581754c6e9da2ff7f840765254a9446,https://shopee.ph/api/v4/product/get_shop_info?shopid=324938724
11534175919,378869210,https://shopee.ph/Plaidshirtallmatchbowknotpuffsleeveshortsleevedtop-i.378869210.11534175919,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=11534175919&limit=50&offset=0&shopid=378869210&type=0,https://cf.shopee.ph/file/28b179f2256dc9a95c309f0169160b76,https://shopee.ph/api/v4/product/get_shop_info?shopid=378869210
5278263796,41311013,https://shopee.ph/VIENLongsleevesSmockedPuffSleeves-i.41311013.5278263796,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5278263796&limit=50&offset=0&shopid=41311013&type=0,https://cf.shopee.ph/file/52bb81579631bc9eb18cd8f1e07996d8,https://shopee.ph/api/v4/product/get_shop_info?shopid=41311013
11109426763,46399675,https://shopee.ph/MALIBUKoreanTrendPuffSleevesTop-i.46399675.11109426763,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=11109426763&limit=50&offset=0&shopid=46399675&type=0,https://cf.shopee.ph/file/e31a6c5cf59d6359c4cca3cb9e4b5951,https://shopee.ph/api/v4/product/get_shop_info?shopid=46399675
5193290877,41311013,https://shopee.ph/ARGYLEPrintTankTopCropTopBlouse-i.41311013.5193290877,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5193290877&limit=50&offset=0&shopid=41311013&type=0,https://cf.shopee.ph/file/9e58dd2451fdf30e73390a4d9fd19425,https://shopee.ph/api/v4/product/get_shop_info?shopid=41311013
9384435585,36754442,https://shopee.ph/KathrynFashionLanternSleeveBlouse11231-i.36754442.9384435585,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9384435585&limit=50&offset=0&shopid=36754442&type=0,https://cf.shopee.ph/file/377ab3432aee64627bf0c27f578d5786,https://shopee.ph/api/v4/product/get_shop_info?shopid=36754442
7092493780,41311013,https://shopee.ph/BLYTHEFloralSmockCropTopBlouse-i.41311013.7092493780,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7092493780&limit=50&offset=0&shopid=41311013&type=0,https://cf.shopee.ph/file/72fa64666cad8a1fd5dab6c9049a88cb,https://shopee.ph/api/v4/product/get_shop_info?shopid=41311013
9270131882,467411881,https://shopee.ph/Frenchsquarecollarpuffsleevedesignsenselongsleevedfloralshirtfemalespringshortchiffontoptrend-i.467411881.9270131882,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9270131882&limit=50&offset=0&shopid=467411881&type=0,https://cf.shopee.ph/file/27ccc26b0fafe532843e9e41cb4af83f,https://shopee.ph/api/v4/product/get_shop_info?shopid=467411881
