,product_itemid,product_shopid,product_links,shop_review_links,image_links,shop_profile_links
249,9843147637,420881087,https://shopee.ph/BlouseShortWomenKoreanStyleFashionBlouseTopsMidlengthSleeveStripedTops-i.420881087.9843147637,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9843147637&limit=50&offset=0&shopid=420881087&type=0,https://cf.shopee.ph/file/44e054668e3bcc0b80f2ae93ca563af2,https://shopee.ph/api/v4/product/get_shop_info?shopid=420881087
250,4047322867,288394116,https://shopee.ph/KoreanOversizePlainColorShirtWomensCasualLooseLongSleeveSunProofTop-i.288394116.4047322867,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4047322867&limit=50&offset=0&shopid=288394116&type=0,https://cf.shopee.ph/file/291ebf3333d75a1a9b179c1f929554a6,https://shopee.ph/api/v4/product/get_shop_info?shopid=288394116
251,7400610863,67997022,https://shopee.ph/AsiaFashionLongsleevesCasualTops7320-i.67997022.7400610863,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7400610863&limit=50&offset=0&shopid=67997022&type=0,https://cf.shopee.ph/file/a295bf242bb7c73d06feb291dd058620,https://shopee.ph/api/v4/product/get_shop_info?shopid=67997022
252,4317710592,147240166,https://shopee.ph/koreanknittedlongsleeveblousetopsummerknittedjacketcroptopsunprotectiontop-i.147240166.4317710592,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4317710592&limit=50&offset=0&shopid=147240166&type=0,https://cf.shopee.ph/file/389e6269bdf851a549b693d67110361e,https://shopee.ph/api/v4/product/get_shop_info?shopid=147240166
253,3969981373,170862865,https://shopee.ph/KOREANKNITTEDLONGSLEEVECROPTOP-i.170862865.3969981373,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=3969981373&limit=50&offset=0&shopid=170862865&type=0,https://cf.shopee.ph/file/dfa632db07ea425a44716a8c0528765b,https://shopee.ph/api/v4/product/get_shop_info?shopid=170862865
254,4780722965,341350505,https://shopee.ph/RealPhotoXiaoranKoreanWomenCasualKnittedCardiganLongSleeveTop-i.341350505.4780722965,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4780722965&limit=50&offset=0&shopid=341350505&type=0,https://cf.shopee.ph/file/6e108285ddbf8ee47b8e8ef53c09a2f7,https://shopee.ph/api/v4/product/get_shop_info?shopid=341350505
255,5946247275,141535018,https://shopee.ph/DiyaKoreanStyleSummerNewCasualVneckLongSleevesSimpleSweetTshirtTopsHollowFashion-i.141535018.5946247275,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5946247275&limit=50&offset=0&shopid=141535018&type=0,https://cf.shopee.ph/file/fd804f334f9b08944b63192cc0690eb7,https://shopee.ph/api/v4/product/get_shop_info?shopid=141535018
256,9440747987,301812995,https://shopee.ph/ZanzeaWomenKoreanCasualBackPuffSleeveTops-i.301812995.9440747987,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9440747987&limit=50&offset=0&shopid=301812995&type=0,https://cf.shopee.ph/file/a96119b66aa0cb836c83e4bb3374da40,https://shopee.ph/api/v4/product/get_shop_info?shopid=301812995
257,6041713855,86525247,https://shopee.ph/SAMGARTRADINGXyreneTopsSexyOneShoulderLongSleevesKoreanTopBlouse-i.86525247.6041713855,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=6041713855&limit=50&offset=0&shopid=86525247&type=0,https://cf.shopee.ph/file/a2be1a8f41648097fc84bd0cefbe2727,https://shopee.ph/api/v4/product/get_shop_info?shopid=86525247
258,5173300519,199847719,https://shopee.ph/KoreanStyleRetroSquareNeckFloralBlouseWomenCasualLongSleeveShirtTop-i.199847719.5173300519,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5173300519&limit=50&offset=0&shopid=199847719&type=0,https://cf.shopee.ph/file/ea7cbdc297879f80f118a745a3a6bc06,https://shopee.ph/api/v4/product/get_shop_info?shopid=199847719
259,5688828359,347488706,https://shopee.ph/WomensTopKoreanLooseShirtFashionFloralPrintBlouseSummerQuarterSleevebangkokTop-i.347488706.5688828359,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5688828359&limit=50&offset=0&shopid=347488706&type=0,https://cf.shopee.ph/file/4e6a4fbd2837a2e92ca79f7f9b375da6,https://shopee.ph/api/v4/product/get_shop_info?shopid=347488706
260,6777399842,365058565,https://shopee.ph/OnlyYouthclassicknittedLongsleevesBlouseKoreanTop-i.365058565.6777399842,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=6777399842&limit=50&offset=0&shopid=365058565&type=0,https://cf.shopee.ph/file/b7dbfcf98de78757522d5ec99d1e4928,https://shopee.ph/api/v4/product/get_shop_info?shopid=365058565
